employee_id,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
36202,2,36,5,8,1,0,70,no
36399,2,36,3,10,1,0,58,no
31167,1,31,5,4,0,0,57,no
56256,1,41,1,7,0,0,61,no
44808,1,36,3,4,0,0,62,no
73534,1,37,5,11,1,0,50,no
31413,1,30,3,3,0,0,48,no
71247,1,33,3,6,0,0,81,no
3429,1,50,3,13,0,0,47,no
42137,4,37,5,4,1,0,83,no
77506,1,47,4,14,0,0,59,no
13496,1,27,5,4,1,0,60,no
70709,1,29,3,6,0,0,86,no
73311,1,39,4,7,0,0,61,no
47790,1,27,2,3,0,0,52,no
49184,1,22,,1,0,0,55,no
75527,1,43,5,4,0,0,49,no
74365,1,30,3,2,0,0,69,no
66054,1,27,,1,1,0,56,no
18466,1,27,3,4,0,0,71,yes
39632,1,29,1,3,0,0,50,no
16941,1,26,4,3,0,0,79,no
39287,3,38,5,8,0,0,58,no
7998,1,31,1,6,0,0,80,no
55132,2,29,3,2,1,0,48,no
61230,1,30,3,4,0,0,85,no
68521,1,31,3,6,1,0,51,no
30453,1,35,1,3,0,0,66,no
77542,1,36,4,4,0,0,52,no
1735,1,40,4,5,0,0,56,no
63812,1,29,5,2,0,1,67,yes
75680,1,26,5,3,0,0,44,no
20250,1,34,4,8,0,0,81,no
43997,1,35,2,5,1,0,64,no
31624,1,53,5,26,0,0,62,no
35324,1,31,3,1,0,0,62,no
72504,1,35,3,3,0,0,87,no
72291,1,33,3,8,0,0,80,no
2936,1,37,3,7,1,1,88,yes
63556,1,60,3,10,1,0,68,no
39786,1,40,1,3,1,0,56,no
35735,1,37,3,9,0,0,60,no
52687,1,52,5,3,1,0,81,no
10174,1,44,3,12,0,0,87,no
29459,1,42,5,12,0,0,48,no
74173,1,30,4,7,0,0,52,no
59141,2,37,3,5,0,0,66,no
6948,2,34,3,3,1,0,75,yes
57903,1,32,5,3,1,0,74,yes
25922,2,30,5,3,1,0,80,no
61136,1,24,5,2,0,0,63,no
21407,2,40,3,6,1,0,73,yes
15221,1,33,4,6,1,0,60,yes
30972,1,35,3,8,0,0,61,no
43619,1,27,3,4,1,0,63,no
64422,1,53,5,24,1,0,69,no
68628,1,48,4,6,0,0,50,no
55306,1,34,5,6,1,0,51,no
76124,1,35,1,7,0,0,86,no
68469,1,36,4,7,1,0,86,no
40776,3,28,3,4,0,0,83,no
27934,1,32,1,8,0,0,51,no
61846,1,44,4,13,0,0,58,no
77625,3,32,3,3,0,0,70,no
23106,1,32,3,5,0,0,58,no
26249,1,29,3,3,0,0,50,no
527,2,47,3,15,0,0,84,no
64898,2,27,1,4,0,0,83,no
13859,1,52,4,9,0,0,73,no
57918,2,28,3,2,1,0,82,no
14943,1,54,1,9,0,0,78,no
67909,1,41,2,12,0,0,82,no
25373,3,35,4,7,0,0,51,no
74047,1,33,2,3,1,0,69,no
17773,1,46,4,11,0,0,60,no
57341,1,38,1,10,0,0,59,no
35158,1,28,,1,0,0,60,no
16722,3,36,3,3,0,0,48,no
77942,2,29,3,2,0,0,68,no
21805,1,30,2,5,0,0,64,no
7635,2,30,4,4,1,0,78,no
72081,1,32,3,6,0,0,67,yes
35643,2,38,3,10,0,0,45,no
62108,1,28,5,6,0,0,82,no
40180,2,30,1,5,0,0,53,no
60278,1,40,5,6,0,0,52,no
1706,3,37,3,8,0,0,52,no
14365,5,28,2,2,0,0,69,no
66354,1,25,3,2,0,0,83,no
43078,1,31,3,4,1,0,49,no
38047,1,27,,1,0,0,51,no
17850,1,37,5,11,1,0,60,no
22061,1,43,5,3,1,0,58,no
1424,2,39,4,3,0,0,50,no
5825,1,55,1,25,0,0,74,no
40598,1,35,1,6,0,0,47,no
37636,1,34,4,3,0,0,85,no
2160,1,32,5,2,1,0,61,no
38829,2,29,2,5,0,0,85,no
3707,2,33,2,6,0,0,78,no
41961,1,39,1,10,0,0,52,no
65242,1,46,3,17,0,0,68,no
60082,1,32,4,7,1,0,60,no
11471,1,31,5,2,1,0,47,no
18216,1,28,5,3,0,0,53,no
40074,1,30,1,1,0,1,60,no
72726,1,39,3,2,1,0,61,no
53242,1,36,1,6,1,0,84,yes
52310,1,33,5,8,1,0,49,no
68887,1,31,1,4,0,0,80,no
797,1,30,1,6,0,0,51,no
24239,1,60,3,7,0,0,82,no
14452,1,25,,1,0,0,55,no
63468,1,33,2,4,1,0,82,no
57954,1,36,2,3,0,0,78,no
37001,1,31,1,6,0,0,87,no
41658,1,28,1,3,1,0,83,no
46507,1,28,3,2,0,0,87,no
27008,1,29,3,5,0,0,81,no
6149,1,47,3,5,0,0,51,no
69086,1,28,5,3,1,0,73,no
49859,1,28,2,2,0,0,46,no
8336,1,30,3,8,1,0,71,yes
29925,1,27,4,4,1,0,56,no
7494,1,34,3,8,1,0,83,no
18404,1,33,3,3,0,0,62,no
32565,1,37,1,2,0,0,51,no
32073,1,33,4,4,1,0,63,no
2993,1,40,3,10,1,0,60,no
57978,2,35,4,9,1,0,66,no
27016,1,42,4,8,0,0,63,no
60694,1,28,3,3,0,0,58,no
33038,2,28,4,1,1,0,65,no
26044,1,30,1,3,0,0,49,no
57550,1,36,3,9,0,0,65,no
25304,1,38,5,9,1,0,50,no
40322,2,34,3,6,0,0,84,no
35696,1,42,4,2,1,0,58,no
5040,4,27,,1,1,0,80,no
15625,1,27,3,5,0,0,80,no
18188,1,45,1,12,0,0,53,no
46503,2,31,4,3,0,0,62,no
37354,2,27,3,4,0,0,49,no
70846,1,36,5,7,1,0,53,no
19761,1,49,3,3,0,0,57,no
73461,1,50,5,8,1,0,63,yes
18163,1,29,1,2,0,0,61,no
23921,1,34,5,2,0,0,67,no
55973,1,47,4,4,0,0,56,no
33919,1,50,5,12,0,0,68,no
2290,1,33,5,7,1,0,65,yes
2685,1,26,2,2,0,0,52,no
69756,1,27,3,2,0,0,51,no
15939,1,34,3,2,0,0,57,no
59738,1,41,2,5,1,0,67,yes
19182,1,39,5,4,1,0,65,no
62021,2,31,5,7,1,0,62,no
26111,2,31,1,2,0,0,51,no
20323,1,33,5,7,1,0,61,no
22808,1,31,,1,0,0,59,no
25672,1,30,2,6,0,0,73,no
20652,2,27,,1,0,0,62,no
65337,2,39,3,10,0,0,48,no
23781,1,26,3,3,0,0,54,no
22185,1,37,1,5,1,0,72,no
18678,1,32,3,8,0,0,77,no
61836,1,26,4,2,0,0,48,no
19625,3,36,3,7,1,0,58,no
67078,1,42,5,13,1,0,59,no
36278,1,58,3,17,0,0,74,no
21881,2,30,3,5,0,0,87,no
32335,1,23,3,2,0,0,46,no
62352,1,28,2,2,0,0,54,no
20158,1,34,3,8,0,0,80,no
36100,1,28,3,2,1,0,60,no
65677,1,36,3,11,0,0,86,no
40041,1,47,3,6,1,0,83,no
42288,1,42,4,3,0,0,58,no
13966,1,33,4,3,1,0,59,no
35003,1,28,3,1,0,0,50,no
51636,2,33,3,3,0,0,61,no
1599,1,24,,1,1,0,81,no
18194,2,29,1,4,0,0,85,no
57620,1,38,3,7,0,0,48,no
26766,2,39,4,12,0,0,81,no
73728,2,33,5,3,1,0,87,no
56870,2,35,2,9,0,0,51,no
464,1,28,4,4,1,0,45,no
77220,1,34,3,3,1,0,53,no
24925,2,29,3,6,1,0,51,no
18773,2,32,2,2,1,0,49,no
21928,1,35,4,7,1,0,49,no
10686,1,36,4,6,0,0,85,no
24279,1,45,5,6,1,0,51,no
72024,1,26,4,4,0,0,49,no
61869,1,36,1,2,0,0,49,no
63025,3,29,,1,0,0,83,no
18898,2,42,3,9,0,0,51,no
14839,1,29,,1,0,0,47,no
74190,2,35,1,8,0,0,54,no
11276,2,29,2,4,0,0,52,no
5445,1,28,5,4,0,0,48,no
4738,1,57,3,11,0,0,53,no
61125,1,30,5,5,1,0,80,no
55224,1,35,3,8,0,0,59,no
39274,1,26,4,2,1,0,79,no
56412,4,29,3,2,1,0,86,no
2609,1,27,2,2,1,0,81,no
53329,1,37,3,2,1,0,65,no
16727,2,35,2,5,0,0,66,no
16539,1,30,5,4,0,0,47,no
12596,1,35,3,5,1,0,60,no
48883,1,39,3,13,1,0,60,no
41002,1,31,5,3,1,0,87,no
17225,2,32,4,5,0,0,70,no
41244,3,30,3,8,0,0,69,no
77416,1,27,4,6,1,1,91,yes
48102,1,27,,1,0,1,82,yes
38967,1,28,5,2,1,0,85,no
68441,3,25,,1,0,0,60,no
56429,1,39,3,3,1,0,50,no
56346,1,30,2,6,0,0,52,no
11154,1,29,3,3,1,0,63,no
46732,1,35,3,6,0,0,73,no
59235,3,26,3,2,0,0,69,no
40954,1,45,5,3,1,0,72,no
45070,1,29,,1,1,0,60,no
62667,1,47,3,13,0,0,72,no
6577,1,24,5,2,1,0,61,no
77816,3,34,3,7,0,0,81,no
58814,5,32,1,7,0,0,46,no
36108,1,47,5,13,0,0,58,no
22007,1,36,3,7,0,0,57,no
5176,2,37,5,10,1,0,60,yes
33698,1,34,1,5,0,0,45,no
33329,1,26,3,2,1,0,60,no
35119,1,34,4,7,0,0,76,no
29917,1,26,,1,0,0,86,no
10896,1,34,4,4,0,0,61,no
25787,2,38,5,8,1,0,81,no
53751,1,34,3,5,0,0,71,no
69055,1,51,3,6,1,0,68,no
10570,1,33,3,3,0,0,63,no
72734,1,54,4,18,0,0,45,no
22014,1,31,3,7,1,0,57,yes
26652,2,35,1,6,0,0,49,no
15085,3,25,5,2,1,0,57,no
12962,1,30,2,3,0,0,75,yes
39093,1,30,4,2,0,0,50,no
22837,1,51,2,2,0,0,46,no
60839,1,58,4,4,0,0,78,no
5260,1,34,5,7,0,0,58,no
65960,1,39,4,3,1,0,59,no
2875,1,24,4,2,0,0,44,no
40237,1,39,3,3,0,0,86,no
37902,1,29,,1,0,0,62,no
30539,3,25,,1,0,0,47,no
26248,1,34,2,7,0,0,50,no
4706,1,33,3,10,0,0,48,no
29999,1,28,3,3,1,0,88,no
69107,2,31,5,5,1,0,81,no
9445,1,47,3,20,0,0,51,no
70978,1,23,1,2,1,0,59,no
43488,2,37,3,4,0,0,48,no
73521,1,32,4,6,1,0,59,no
41166,1,46,3,20,0,0,49,no
8072,1,25,3,2,0,0,75,no
40838,1,38,3,10,0,0,82,no
17905,1,27,3,4,0,0,81,no
57983,1,29,,1,1,0,86,yes
22842,1,27,,1,0,0,67,no
26368,1,29,3,5,0,0,83,no
48295,1,29,3,2,0,0,47,no
67719,1,32,3,4,0,0,47,no
3205,1,34,5,7,1,0,58,no
71480,1,30,2,6,1,0,70,no
67888,1,20,,1,1,0,86,no
8631,1,26,5,2,1,0,93,yes
56183,3,37,5,9,1,1,89,yes
59043,1,32,1,3,0,0,85,no
37988,1,20,3,2,0,0,47,no
55398,2,40,5,12,0,0,48,no
32697,3,29,5,2,1,0,86,no
15392,1,30,5,4,1,0,53,no
37522,1,24,4,2,1,0,69,no
70566,1,27,,1,0,0,85,no
38882,2,33,3,6,0,0,69,no
29908,1,32,5,4,0,1,90,yes
4685,2,34,5,2,1,0,79,no
68470,1,38,4,7,0,0,47,no
59122,2,33,3,6,0,0,76,no
23304,1,49,3,6,0,0,77,no
53118,1,34,1,7,0,0,52,no
8390,1,33,2,7,0,0,45,no
35883,1,46,3,7,0,0,63,no
67150,1,29,3,5,0,0,69,no
9302,2,38,3,3,0,0,79,no
75604,1,48,3,21,0,0,48,no
63001,3,30,4,7,0,0,63,no
51734,1,31,4,7,0,0,59,no
23463,1,40,5,5,0,0,67,no
52358,1,27,5,2,0,0,51,no
12904,1,38,5,5,1,0,62,no
42729,1,26,,1,0,0,68,no
31720,1,33,4,9,1,0,47,no
5612,1,39,1,7,1,0,52,no
1606,1,32,3,6,0,0,76,no
55178,1,35,5,9,1,0,58,no
4477,1,27,,1,1,0,45,no
74478,1,46,3,6,0,0,78,no
32503,1,27,3,7,0,0,51,no
19196,1,24,,1,0,0,47,no
37136,4,28,1,2,0,0,47,no
22731,1,32,2,6,1,0,68,no
21954,1,38,2,7,0,0,81,no
61319,1,27,4,1,1,0,56,no
3071,1,25,5,2,0,0,47,no
11011,2,30,4,5,0,0,49,no
23173,1,24,,1,0,0,50,no
31324,2,28,5,2,0,0,83,no
19939,1,37,3,11,0,0,78,no
24631,1,32,4,2,1,0,43,no
77634,1,30,4,4,0,0,55,no
3026,1,40,5,12,1,0,58,no
39016,1,39,5,6,0,0,59,no
27994,1,55,1,2,1,0,52,no
18623,1,53,3,11,0,0,54,no
317,2,43,3,12,1,0,47,yes
5089,1,35,2,10,0,0,51,no
75452,1,30,3,9,0,0,49,no
42712,1,29,1,3,1,0,50,no
23404,2,30,5,8,0,0,83,no
62751,1,54,3,7,0,0,65,no
75194,1,33,3,9,0,0,80,no
5566,1,37,4,6,0,0,74,no
51291,1,36,2,5,1,0,54,no
32634,1,30,3,3,0,0,56,no
40432,1,30,3,3,1,0,48,no
48825,1,50,3,14,0,0,69,no
73607,1,30,4,3,1,0,60,no
74993,1,48,3,18,0,0,59,no
47052,2,29,5,4,0,0,88,yes
16812,1,34,4,6,0,0,49,no
38916,1,43,2,17,0,0,57,no
55612,1,47,3,3,1,0,49,no
21384,1,28,3,5,0,0,47,no
53145,2,34,3,9,0,0,69,no
67241,1,35,4,7,0,0,73,no
69060,4,26,,1,0,0,48,no
50157,1,36,3,11,1,0,58,no
51537,3,29,4,5,0,0,90,yes
52264,2,46,3,17,0,0,53,no
68314,2,28,,1,1,0,78,yes
25316,2,35,2,2,0,0,53,no
6015,1,40,3,10,0,0,84,no
11054,1,42,3,3,1,0,56,no
75927,1,30,1,3,0,0,78,no
19295,1,25,4,2,0,0,56,no
21159,1,28,,1,1,0,54,yes
52447,1,35,5,4,1,0,75,no
5247,1,51,3,17,0,0,60,no
21497,2,30,3,8,0,0,76,no
980,1,39,4,10,0,0,48,no
21430,1,41,5,10,0,0,61,no
26893,1,31,1,4,1,0,49,no
21793,2,27,3,5,1,1,50,no
54427,1,27,4,2,0,0,47,no
46375,3,30,3,3,0,0,82,no
71529,3,35,3,7,0,0,72,no
37450,1,23,,1,0,0,52,no
19626,1,41,2,11,0,0,58,no
68598,1,24,3,2,0,0,64,no
66775,1,57,1,2,1,0,53,no
15241,1,28,3,3,1,0,59,yes
35729,2,28,,1,1,0,86,no
38239,1,45,4,17,0,0,48,no
38244,2,24,4,2,0,0,49,no
18280,2,33,3,9,0,0,43,no
51694,1,32,3,2,0,0,74,no
71872,1,43,5,10,1,0,43,no
48187,1,34,1,9,0,0,84,no
56823,1,42,3,12,0,0,83,no
2068,1,31,4,3,0,0,78,no
63390,1,29,,1,0,0,62,no
48692,1,34,4,7,0,0,58,no
20934,1,36,3,5,0,0,44,no
37221,1,32,3,6,0,1,79,no
45588,2,46,2,5,1,0,48,no
75212,1,32,4,4,0,0,79,no
3296,1,31,3,4,0,0,62,yes
78118,2,24,4,2,0,0,48,no
48020,1,37,1,7,0,0,80,no
74756,1,30,4,7,1,0,85,no
17220,2,42,4,7,1,0,58,no
77395,1,29,,1,0,0,52,no
31223,1,29,5,3,1,0,53,no
60111,1,38,2,8,0,0,49,no
18560,1,35,1,3,0,0,70,no
10966,1,31,3,6,0,0,58,no
54168,1,27,4,2,0,0,59,no
53849,1,43,2,6,0,0,71,no
45957,1,45,4,5,0,0,49,no
30179,1,41,3,6,0,0,63,no
71485,1,36,3,4,0,0,78,no
54627,1,39,1,13,0,0,58,no
28735,1,32,1,5,0,0,48,no
35787,1,29,3,5,0,0,79,no
71570,4,25,3,3,0,0,68,no
11440,2,34,3,3,0,0,81,no
55958,1,41,4,4,0,0,58,no
69625,1,27,3,5,0,0,49,no
42642,1,38,4,4,0,0,56,no
3282,1,31,3,2,1,0,68,no
67514,1,31,1,4,0,0,58,no
65870,1,25,3,2,1,0,61,no
19903,1,31,4,6,0,0,69,no
70190,1,29,1,3,1,0,57,no
16775,1,48,1,4,0,0,48,no
61546,1,32,3,3,0,0,89,yes
407,1,59,3,16,1,0,80,no
51729,1,33,4,4,0,0,86,no
74455,2,28,,1,0,0,48,no
34721,1,36,2,3,0,0,70,no
15772,1,42,4,6,0,0,50,no
30215,1,38,4,11,1,0,49,no
25876,1,57,4,29,0,0,52,no
13328,1,36,4,2,0,0,80,no
26537,1,34,1,7,0,0,86,no
70119,1,36,3,5,1,0,63,no
43635,3,30,4,3,0,0,85,no
48959,1,38,3,10,0,0,68,no
42362,1,33,5,6,1,0,79,no
24094,1,30,,1,0,0,74,no
1994,1,34,5,5,1,0,58,no
68136,1,56,3,27,0,0,60,no
55877,2,30,1,6,0,0,46,no
61958,1,30,2,5,1,0,54,no
17862,1,29,1,4,0,0,42,no
60067,1,29,1,3,0,0,88,no
48184,1,26,3,2,0,0,58,no
31346,1,37,4,6,0,0,58,no
74638,1,47,3,8,0,0,49,no
35520,1,26,3,2,0,0,56,no
72432,1,31,4,7,1,0,76,no
7022,1,38,4,6,0,0,58,no
74522,1,41,5,5,1,0,56,no
71510,1,30,3,4,0,0,60,no
29575,1,28,,1,0,0,56,no
65138,1,45,3,13,0,0,46,no
24876,1,41,2,11,0,0,50,no
49520,1,42,1,8,0,0,49,no
35215,1,35,5,4,1,0,53,yes
6304,1,41,3,11,0,0,67,no
43964,1,26,3,2,0,0,47,no
59246,1,29,,1,0,0,55,no
69321,1,27,3,3,0,0,84,no
7613,2,36,3,4,0,0,52,no
40354,1,56,5,27,1,0,62,no
19054,1,58,1,28,0,0,52,no
3437,1,34,4,7,0,0,59,no
38102,1,39,2,8,1,0,92,yes
57833,1,35,5,6,1,0,61,yes
32215,1,30,5,4,0,0,47,no
71643,1,31,3,2,1,0,76,no
23657,1,32,3,9,0,0,44,no
46959,1,34,5,10,0,0,51,no
51322,1,33,5,3,0,0,62,yes
15259,1,36,3,4,1,0,77,no
24349,1,36,5,10,1,0,64,no
8295,1,45,4,16,0,0,60,no
35444,1,27,,1,0,0,60,no
38501,1,38,1,5,0,0,79,no
28482,1,35,4,10,0,0,54,no
30468,2,35,5,5,1,0,68,no
64744,1,32,1,5,0,0,52,no
9189,1,46,3,17,0,0,62,no
45032,1,27,3,3,0,0,68,no
45859,1,28,,1,1,0,80,no
20961,1,28,3,2,0,0,49,no
44315,1,56,3,16,0,0,70,no
73376,1,42,3,4,0,0,72,no
34971,1,49,5,5,1,0,51,no
52477,1,30,3,2,0,0,62,no
56863,1,34,2,8,0,0,49,no
35803,3,29,1,2,0,0,51,no
12207,1,34,3,6,1,0,50,no
38274,3,32,3,2,0,0,52,no
962,1,34,3,2,1,0,82,no
62220,3,33,3,10,0,0,92,yes
44835,1,26,3,3,0,0,78,no
43139,1,29,2,7,0,0,44,no
5188,3,28,2,8,0,0,86,no
60007,1,36,3,6,0,0,46,no
69842,1,26,3,2,1,0,47,no
3234,1,33,4,6,1,0,78,no
35432,1,29,3,6,0,0,52,no
10946,1,38,5,5,1,1,51,no
8643,1,29,5,5,1,0,60,no
9477,2,27,,1,0,0,61,no
40256,1,27,5,3,1,0,78,no
20501,1,34,3,4,1,0,72,no
7747,2,26,1,2,0,0,81,no
58429,1,29,,1,0,0,53,no
69994,2,32,4,5,1,0,85,no
47796,1,52,2,9,1,0,61,yes
3086,1,42,4,14,1,0,72,no
27058,1,28,,1,1,0,70,no
48433,1,35,5,10,0,0,50,no
67160,1,34,3,3,0,0,61,no
18652,1,28,3,6,0,0,86,no
3349,1,32,5,2,1,0,53,no
35385,1,29,5,5,0,0,60,no
3230,2,27,1,5,0,0,47,no
40208,1,39,3,7,0,0,50,no
5019,1,33,5,7,1,0,66,yes
12724,1,43,3,11,1,0,58,yes
77633,1,31,4,2,0,0,58,no
3145,1,28,5,2,0,0,50,no
38816,1,27,,1,1,0,49,no
17338,2,25,3,1,0,0,48,no
44464,1,26,,1,0,0,46,no
48,1,32,1,5,0,0,82,no
73177,1,26,3,4,0,0,62,no
69360,1,32,5,4,0,0,45,no
67164,2,36,4,5,1,0,84,no
18854,1,30,4,4,0,0,86,no
23941,1,36,4,8,0,0,58,no
5450,1,29,,1,1,0,86,no
56619,1,26,,1,0,0,48,no
72949,1,29,3,2,0,0,52,no
55506,1,30,1,6,1,0,62,no
75771,1,33,1,2,0,0,58,no
17705,1,47,4,7,0,0,59,no
32615,1,41,5,3,0,0,82,no
35220,1,30,,1,0,0,45,no
7380,1,30,1,5,0,0,48,no
46782,1,39,4,7,1,0,62,no
42618,2,52,5,17,0,0,68,no
40044,1,48,4,6,1,0,53,no
9722,2,39,4,9,0,0,53,no
35449,1,38,5,5,0,0,51,no
54515,1,28,,1,1,0,61,no
70395,1,31,5,7,1,0,50,no
67211,1,32,4,6,0,0,49,no
68827,1,38,3,10,0,0,61,no
17491,1,39,5,16,0,0,51,no
16664,1,34,2,3,0,0,50,no
1755,1,41,4,12,0,0,55,no
15077,2,36,3,8,0,0,52,no
47358,1,41,1,9,0,0,50,no
7089,2,38,3,2,0,0,62,no
70474,1,44,2,13,1,0,48,no
75864,1,27,4,3,0,0,48,no
13137,2,35,3,3,1,0,54,yes
34160,2,32,1,3,0,0,50,no
43106,1,52,3,2,1,0,50,no
61284,1,36,3,9,1,0,81,no
39043,1,41,5,2,0,0,49,no
62336,4,28,,1,0,0,52,no
77797,1,34,1,3,0,0,80,no
14232,1,32,5,5,1,0,49,no
36236,1,27,3,4,0,0,49,no
44129,1,54,3,16,1,0,60,no
48305,2,35,3,4,0,0,63,no
7889,2,33,3,4,0,0,63,no
41259,1,36,3,8,1,0,64,no
14345,1,46,4,3,0,0,53,no
127,2,35,3,3,0,0,81,no
28931,2,36,5,3,1,0,57,yes
73309,2,29,2,2,0,0,46,no
69478,1,35,3,4,1,0,50,no
22466,1,26,2,3,1,0,50,no
15180,2,36,5,8,0,0,63,no
63731,1,29,1,3,0,0,49,no
27591,1,36,5,3,1,0,58,no
66480,1,42,4,9,0,0,77,yes
56149,1,32,4,2,1,0,62,no
28646,1,31,3,4,0,0,85,no
74631,1,35,5,10,1,0,51,no
72507,1,31,5,7,0,0,46,no
64844,1,33,3,10,0,0,53,no
53235,1,33,3,7,0,0,71,no
30175,2,29,3,5,0,0,44,no
70234,1,37,4,10,0,0,81,no
31066,1,42,3,5,0,0,86,no
18762,1,35,4,9,0,0,59,no
2974,1,31,5,4,0,0,65,no
63288,5,31,3,4,0,0,67,no
74506,1,51,3,6,0,0,89,no
50577,1,34,2,4,0,0,78,no
19775,1,27,2,5,0,0,52,no
47246,1,31,2,2,1,0,55,no
70555,1,39,2,4,1,0,52,no
73197,2,38,4,11,0,0,60,no
69379,1,38,3,4,0,0,51,no
59661,1,43,1,7,0,0,77,no
67289,1,37,5,9,1,0,58,yes
29444,1,39,1,9,0,0,79,no
31993,1,28,,1,0,0,51,no
75414,1,31,3,9,0,0,45,no
23307,1,38,2,4,0,0,53,no
4549,1,31,1,7,0,0,46,no
31159,1,44,3,7,0,0,56,no
54157,1,37,4,10,0,0,60,no
14291,2,25,3,2,0,0,79,no
21640,1,33,3,3,1,0,86,yes
51191,2,29,3,2,0,0,75,no
78232,1,24,,1,1,0,47,no
14562,1,29,2,3,0,0,83,no
61803,2,35,4,7,1,0,81,no
52009,1,21,4,2,1,0,47,no
7647,2,51,3,5,0,0,53,no
7302,1,30,5,6,1,0,61,no
58683,1,42,5,6,1,0,64,no
41634,1,22,,1,0,0,51,no
71889,1,38,5,5,1,1,97,yes
48850,1,30,5,4,0,0,60,no
22407,1,47,3,15,0,0,57,no
5799,1,37,2,5,0,0,68,no
63911,1,28,2,3,0,0,82,no
16158,1,38,4,2,0,0,68,no
77213,1,38,3,3,0,0,72,no
40648,1,35,1,3,1,0,59,no
42560,1,32,3,5,0,0,79,no
38848,1,33,5,7,1,0,83,no
77109,2,49,4,19,0,0,50,no
56807,1,29,5,6,0,0,51,no
67161,1,59,3,6,1,0,52,no
34638,3,40,3,11,0,0,53,no
73264,1,28,1,4,0,0,58,no
23124,1,33,3,2,1,0,69,no
42698,1,33,5,3,1,0,50,no
65932,1,35,4,7,0,0,86,no
32085,1,39,3,8,0,0,67,no
18257,1,36,5,5,0,0,57,no
64890,1,27,3,4,0,0,48,no
35656,1,29,5,2,1,0,55,no
76347,2,25,4,4,0,0,88,no
37656,1,28,2,5,0,0,53,no
2748,1,34,5,7,0,0,74,yes
66888,2,26,,1,1,0,51,no
64965,2,35,4,10,1,0,61,no
71850,2,33,5,7,0,0,49,no
30702,1,60,4,17,1,0,58,no
31333,4,31,3,9,0,0,49,no
67365,1,33,1,6,1,0,72,no
34381,1,35,3,6,0,0,51,no
7178,4,43,2,17,0,0,53,no
40719,1,40,4,2,1,0,75,no
20264,1,29,4,3,0,0,61,no
70822,2,37,3,8,0,0,60,no
6125,1,37,4,12,0,0,59,no
25565,1,35,3,4,0,0,76,no
77346,1,34,3,7,0,0,65,no
72554,1,33,5,7,1,0,61,no
30657,1,36,3,7,0,0,73,no
12462,2,34,2,7,0,0,72,no
53059,1,34,1,7,0,0,64,no
20712,1,36,3,8,0,0,85,no
75451,1,44,5,7,0,0,67,no
72099,1,31,3,6,1,0,69,no
64458,1,36,2,3,0,0,56,no
26096,2,34,1,8,0,0,52,no
24388,1,42,2,5,0,0,71,no
9704,1,58,1,4,0,0,52,no
69207,1,50,5,20,0,0,49,no
38920,2,47,3,6,0,0,83,no
29549,1,37,3,4,1,0,84,no
33630,1,35,4,7,1,0,54,no
76929,1,45,3,16,0,0,81,no
62864,2,31,3,4,0,0,71,no
49223,1,48,5,6,0,0,52,no
57951,1,32,3,6,0,0,62,no
32667,2,27,3,3,0,0,72,no
39310,1,48,5,12,0,0,51,no
65612,2,27,,1,0,0,49,no
52263,2,34,2,5,1,0,69,no
33437,3,33,3,3,0,0,61,no
33499,1,36,4,8,1,0,60,no
74947,1,36,4,2,0,0,51,no
71724,1,38,5,13,1,0,80,no
39866,1,58,3,4,1,0,49,no
62646,1,29,5,1,1,0,70,no
7675,1,34,3,6,0,0,89,no
54654,1,25,2,2,0,0,81,no
58117,2,35,5,8,1,0,70,no
12850,1,52,3,5,0,0,85,no
50201,1,38,4,11,0,0,51,no
39164,1,46,3,18,0,0,49,no
9005,1,32,3,8,0,0,51,no
32809,1,59,5,3,0,0,66,no
77943,1,23,,1,0,0,48,no
3343,1,31,2,7,0,0,61,no
16957,1,32,5,4,1,0,63,no
71361,1,28,5,2,1,0,49,no
77051,1,29,,1,0,0,75,no
27827,1,38,1,3,0,0,56,no
56673,1,44,3,12,0,0,56,no
24195,1,53,1,25,0,0,45,no
65949,1,25,2,4,0,0,49,no
52510,1,34,3,6,0,0,84,no
58129,1,59,3,12,1,1,82,yes
59109,1,32,1,7,0,0,50,no
60100,1,36,1,9,0,0,48,no
17881,1,39,5,13,0,0,91,yes
31772,1,27,,1,1,0,85,no
766,1,42,4,10,1,0,52,no
39258,1,36,3,10,0,0,68,no
71734,1,29,3,6,0,0,57,no
71203,1,27,4,2,1,0,47,no
60519,1,30,2,4,0,0,86,no
40072,1,44,5,2,1,0,70,yes
50127,1,34,4,9,0,0,47,no
52659,1,26,2,3,0,0,69,no
59708,1,28,,1,0,0,44,no
27035,1,32,4,5,1,0,62,no
68767,1,48,2,23,0,0,57,no
44847,3,29,3,2,0,0,47,no
22960,1,32,2,4,0,0,51,no
60453,2,26,,1,0,0,91,yes
76415,1,28,4,2,0,0,83,yes
23061,2,34,1,5,0,0,43,no
13187,1,34,3,7,0,0,69,no
56098,1,33,5,2,0,0,51,no
65158,2,30,3,7,0,0,70,no
57900,1,30,3,6,0,0,70,no
2085,1,34,4,9,1,0,50,yes
15289,1,36,2,8,0,0,88,no
11398,1,40,3,7,0,0,61,no
63500,1,34,5,7,0,0,80,no
10295,1,32,1,7,1,0,65,no
17724,1,31,5,6,0,0,51,no
75794,1,32,2,4,0,0,80,no
55155,1,36,2,5,0,0,47,no
